EMG Sensor 1,EMG Sensor 2,EMG Sensor 3,EMG Sensor 4
-2.119550248607993,0.0,0.0,0.0
-2.848642412573099,0.0,0.0,0.0
-3.4824705217033625,0.0,0.0,0.0
-3.8536549545824528,0.0,0.0,0.0
-3.939907066524029,0.0,0.0,0.0
-3.8778940215706825,0.0,0.0,0.0
-3.8447827100753784,0.0,0.0,0.0
-3.9034553337842226,0.0,0.0,0.0
-4.0164305828511715,0.0,0.0,0.0
-4.050982650369406,0.0,0.0,0.0
-3.8516533095389605,0.0,0.0,0.0
-3.452103119343519,0.0,0.0,0.0
-2.9754850547760725,0.0,0.0,0.0
-2.4424619041383266,0.0,0.0,0.0
-1.865522121079266,0.0,0.0,0.0
-1.3157984940335155,0.0,0.0,0.0
-0.8433620096184313,0.0,0.0,0.0
-0.41864142986014485,0.0,0.0,0.0
0.050793612899724394,0.0,0.0,0.0
0.6437524571083486,0.0,0.0,0.0
1.3768079224973917,0.0,0.0,0.0
2.1877854596823454,0.0,0.0,0.0
2.942074788734317,0.0,0.0,0.0
3.529083449393511,0.0,0.0,0.0
3.943332936614752,0.0,0.0,0.0
4.250368103384972,0.0,0.0,0.0
4.523406736552715,0.0,0.0,0.0
4.799510817974806,0.0,0.0,0.0
5.004792474210262,0.0,0.0,0.0
4.962041508406401,0.0,0.0,0.0
4.6056704595685005,0.0,0.0,0.0
4.057940095663071,0.0,0.0,0.0
3.426370909437537,0.0,0.0,0.0
2.8120269998908043,0.0,0.0,0.0
2.232232363894582,0.0,0.0,0.0
1.3515942264348269,0.0,0.0,0.0
0.18622339121066034,0.0,0.0,0.0
-0.5769918789155781,0.0,0.0,0.0
-0.8797117043286562,0.0,0.0,0.0
-1.357715344056487,0.0,0.0,0.0
-2.126177540048957,0.0,0.0,0.0
-2.881221007555723,0.0,0.0,0.0
-3.4861185122281313,0.0,0.0,0.0
-3.8579588290303946,0.0,0.0,0.0
-3.9358530193567276,0.0,0.0,0.0
-3.863801248371601,0.0,0.0,0.0
-3.8526738062500954,0.0,0.0,0.0
-3.968367353081703,0.0,0.0,0.0
-4.106224048882723,0.0,0.0,0.0
-4.082405939698219,0.0,0.0,0.0
-3.830255474895239,0.0,0.0,0.0
-3.4370687790215015,0.0,0.0,0.0
-2.9887331183999777,0.0,0.0,0.0
-2.4976141285151243,0.0,0.0,0.0
-1.9351780647411942,0.0,0.0,0.0
-1.3247865717858076,0.0,0.0,0.0
-0.771976076066494,0.0,0.0,0.0
-0.31951244454830885,0.0,0.0,0.0
0.12272463936824352,0.0,0.0,0.0
0.6683199317194521,0.0,0.0,0.0
1.2756655924022198,0.0,0.0,0.0
1.8498890567570925,0.0,0.0,0.0
2.5986512191593647,0.0,0.0,0.0
3.541921963915229,0.0,0.0,0.0
4.13369620218873,0.0,0.0,0.0
4.270001780241728,0.0,0.0,0.0
4.458689130842686,0.0,0.0,0.0
4.820207599550486,0.0,0.0,0.0
5.05293533205986,0.0,0.0,0.0
4.999478813260794,0.0,0.0,0.0
4.709841683506966,0.0,0.0,0.0
4.2467559687793255,0.0,0.0,0.0
3.6335124168545008,0.0,0.0,0.0
2.881770022213459,0.0,0.0,0.0
2.0096476655453444,0.0,0.0,0.0
1.100702676922083,0.0,0.0,0.0
0.2991195651702583,0.0,0.0,0.0
-0.33161885221488774,0.0,0.0,0.0
-0.8788168779574335,0.0,0.0,0.0
-1.484010019339621,0.0,0.0,0.0
-2.1989454980939627,0.0,0.0,0.0
-2.935691736638546,0.0,0.0,0.0
-3.5448125563561916,0.0,0.0,0.0
-3.8978380616754293,0.0,0.0,0.0
-3.98709112778306,0.0,0.0,0.0
-3.963453695178032,0.0,0.0,0.0
-3.9870208129286766,0.0,0.0,0.0
-4.090180620551109,0.0,0.0,0.0
-4.177161026746035,0.0,0.0,0.0
-4.12746099755168,0.0,0.0,0.0
-3.8997146766632795,0.0,0.0,0.0
-3.533202689141035,0.0,0.0,0.0
-3.083928022533655,0.0,0.0,0.0
-2.557835541665554,0.0,0.0,0.0
-1.9496636232361197,0.0,0.0,0.0
-1.3302282895892859,0.0,0.0,0.0
-0.7936944020912051,0.0,0.0,0.0
-0.36037914105691016,0.0,0.0,0.0
0.05367332778405398,0.0,0.0,0.0
0.607216963544488,0.0,0.0,0.0
1.3597543584182858,0.0,0.0,0.0
2.1816694643348455,0.0,0.0,0.0
2.9316500294953585,0.0,0.0,0.0
3.545409766957164,0.0,0.0,0.0
3.98272555321455,0.0,0.0,0.0
4.276968538761139,0.0,0.0,0.0
4.561388865113258,0.0,0.0,0.0
4.893274046480656,0.0,0.0,0.0
5.132968071848154,0.0,0.0,0.0
5.127095617353916,0.0,0.0,0.0
4.857651423662901,0.0,0.0,0.0
4.386560991406441,0.0,0.0,0.0
3.7853193935006857,0.0,0.0,0.0
3.0417670495808125,0.0,0.0,0.0
2.2144941613078117,0.0,0.0,0.0
1.4656619168817997,0.0,0.0,0.0
0.6109817186370492,0.0,0.0,0.0
-0.4137901996728033,0.0,0.0,0.0
-1.106375828385353,0.0,0.0,0.0
-1.4922043774276972,0.0,0.0,0.0
-2.1282616071403027,0.0,0.0,0.0
-2.951337257400155,0.0,0.0,0.0
-3.5634785890579224,0.0,0.0,0.0
-3.8993137422949076,0.0,0.0,0.0
-4.023095592856407,0.0,0.0,0.0
-3.981528803706169,0.0,0.0,0.0
-3.937319852411747,0.0,0.0,0.0
-4.014946520328522,0.0,0.0,0.0
-4.123498685657978,0.0,0.0,0.0
-4.112390335649252,0.0,0.0,0.0
-3.91269288957119,0.0,0.0,0.0
-3.543572500348091,0.0,0.0,0.0
-3.076996188610792,0.0,0.0,0.0
-2.5516327004879713,0.0,0.0,0.0
-1.9754881504923105,0.0,0.0,0.0
-1.3942676596343517,0.0,0.0,0.0
-0.8678353624418378,0.0,0.0,0.0
-0.4131863242946565,0.0,0.0,0.0
0.03155244485242292,0.0,0.0,0.0
0.5815247423015535,0.0,0.0,0.0
1.2887170305475593,0.0,0.0,0.0
2.0141317509114742,0.0,0.0,0.0
2.6052789762616158,0.0,0.0,0.0
3.2481655944138765,0.0,0.0,0.0
3.995672333985567,0.0,0.0,0.0
4.433885682374239,0.0,0.0,0.0
4.563762340694666,0.0,0.0,0.0
4.803599789738655,0.0,0.0,0.0
5.10057620704174,0.0,0.0,0.0
5.146556068211794,0.0,0.0,0.0
4.908048547804356,0.0,0.0,0.0
4.48793126270175,0.0,0.0,0.0
3.9053529035300016,0.0,0.0,0.0
3.120826557278633,0.0,0.0,0.0
2.1674565505236387,0.0,0.0,0.0
1.193415024317801,0.0,0.0,0.0
0.35003729863092303,0.0,0.0,0.0
-0.3063667973037809,0.0,0.0,0.0
-0.8512477506883442,0.0,0.0,0.0
-1.4412999153137207,0.0,0.0,0.0
-2.1629049442708492,0.0,0.0,0.0
-2.936864271759987,0.0,0.0,0.0
-3.562862053513527,0.0,0.0,0.0
-3.9011994376778603,0.0,0.0,0.0
-3.977603279054165,0.0,0.0,0.0
-3.9303498342633247,0.0,0.0,0.0
-3.9361314848065376,0.0,0.0,0.0
-4.063625819981098,0.0,0.0,0.0
-4.220905248075724,0.0,0.0,0.0
-4.256184678524733,0.0,0.0,0.0
-4.032740835100412,0.0,0.0,0.0
-3.5773327108472586,0.0,0.0,0.0
-3.0812108889222145,0.0,0.0,0.0
-2.60717049241066,0.0,0.0,0.0
-2.060110680758953,0.0,0.0,0.0
-1.4422900276258588,0.0,0.0,0.0
-0.8648468647152185,0.0,0.0,0.0
-0.374990253476426,0.0,0.0,0.0
0.08042647823458537,0.0,0.0,0.0
0.595213146880269,0.0,0.0,0.0
1.2719493824988604,0.0,0.0,0.0
2.1072581876069307,0.0,0.0,0.0
2.9258986469358206,0.0,0.0,0.0
3.5673368256539106,0.0,0.0,0.0
4.008916672319174,0.0,0.0,0.0
4.309345968067646,0.0,0.0,0.0
4.565116483718157,0.0,0.0,0.0
4.85260970890522,0.0,0.0,0.0
5.125747062265873,0.0,0.0,0.0
5.204824730753899,0.0,0.0,0.0
4.978605080395937,0.0,0.0,0.0
4.511117935180664,0.0,0.0,0.0
3.8784057833254337,0.0,0.0,0.0
3.103668335825205,0.0,0.0,0.0
2.208530670031905,0.0,0.0,0.0
1.3271380448713899,0.0,0.0,0.0
0.6404693122021854,0.0,0.0,0.0
-0.03453617318882607,0.0,0.0,0.0
-0.8820272632874548,0.0,0.0,0.0
-1.5962040051817894,0.0,0.0,0.0
-2.1407201420515776,0.0,0.0,0.0
-2.84194597043097,0.0,0.0,0.0
-3.5633021034300327,0.0,0.0,0.0
-3.9579090662300587,0.0,0.0,0.0
-4.044930916279554,0.0,0.0,0.0
-4.032050259411335,0.0,0.0,0.0
-4.037394188344479,0.0,0.0,0.0
-4.101466853171587,0.0,0.0,0.0
-4.196095746010542,0.0,0.0,0.0
-4.194578621536493,0.0,0.0,0.0
-4.0036700665950775,0.0,0.0,0.0
-3.650516737252474,0.0,0.0,0.0
-3.1932340934872627,0.0,0.0,0.0
-2.665206091478467,0.0,0.0,0.0
-2.075470518320799,0.0,0.0,0.0
-1.450160751119256,0.0,0.0,0.0
-0.8772208821028471,0.0,0.0,0.0
-0.4047309048473835,0.0,0.0,0.0
0.04469292252906598,0.0,0.0,0.0
0.5917553207837045,0.0,0.0,0.0
1.3011060655117035,0.0,0.0,0.0
2.119623124599457,0.0,0.0,0.0
2.8488002717494965,0.0,0.0,0.0
3.343837568536401,0.0,0.0,0.0
3.7828581407666206,0.0,0.0,0.0
4.297015722841024,0.0,0.0,0.0
4.663634579628706,0.0,0.0,0.0
4.870914854109287,0.0,0.0,0.0
5.107968579977751,0.0,0.0,0.0
5.214468576014042,0.0,0.0,0.0
4.9899909645318985,0.0,0.0,0.0
4.535799380391836,0.0,0.0,0.0
3.9614876732230186,0.0,0.0,0.0
3.2322290353477,0.0,0.0,0.0
2.310032257810235,0.0,0.0,0.0
1.2893065577372909,0.0,0.0,0.0
0.3843248705379665,0.0,0.0,0.0
-0.29561962583102286,0.0,0.0,0.0
-0.8471659384667873,0.0,0.0,0.0
-1.42469082493335,0.0,0.0,0.0
-2.1170012187212706,0.0,0.0,0.0
-2.8999904170632362,0.0,0.0,0.0
-3.6140629090368748,0.0,0.0,0.0
-4.019235260784626,0.0,0.0,0.0
-4.059321712702513,0.0,0.0,0.0
-3.9748316630721092,0.0,0.0,0.0
-3.983574453741312,0.0,0.0,0.0
-4.101946484297514,0.0,0.0,0.0
-4.23366017639637,0.0,0.0,0.0
-4.2746467515826225,0.0,0.0,0.0
-4.159330856055021,0.0,0.0,0.0
-3.7826625630259514,0.0,0.0,0.0
-3.1789096537977457,0.0,0.0,0.0
-2.6097698137164116,0.0,0.0,0.0
-2.117997268214822,0.0,0.0,0.0
-1.5367941232398152,0.0,0.0,0.0
-0.918980163987726,0.0,0.0,0.0
-0.4051320138387382,0.0,0.0,0.0
0.051523074944270775,0.0,0.0,0.0
0.5825541447848082,0.0,0.0,0.0
1.2432279763743281,0.0,0.0,0.0
2.013762481510639,0.0,0.0,0.0
2.8158549685031176,0.0,0.0,0.0
3.504713298752904,0.0,0.0,0.0
3.987569361925125,0.0,0.0,0.0
4.312180448323488,0.0,0.0,0.0
4.588577430695295,0.0,0.0,0.0
4.875260405242443,0.0,0.0,0.0
5.113983992487192,0.0,0.0,0.0
5.189957562834024,0.0,0.0,0.0
5.026279482990503,0.0,0.0,0.0
4.619293380528688,0.0,0.0,0.0
4.019709769636393,0.0,0.0,0.0
3.2406297978013754,0.0,0.0,0.0
2.2865948267281055,0.0,0.0,0.0
1.277369912713766,0.0,0.0,0.0
0.4432783753145486,0.0,0.0,0.0
-0.0967296291491948,0.0,0.0,0.0
-0.6191101274453104,0.0,0.0,0.0
-1.4053131453692913,0.0,0.0,0.0
-2.2356777917593718,0.0,0.0,0.0
-2.9107423033565283,0.0,0.0,0.0
-3.513958537951112,0.0,0.0,0.0
-3.935299813747406,0.0,0.0,0.0
-4.025106318295002,0.0,0.0,0.0
-3.951328806579113,0.0,0.0,0.0
-3.961028065532446,0.0,0.0,0.0
-4.085028078407049,0.0,0.0,0.0
-4.183151293545961,0.0,0.0,0.0
-4.144150298088789,0.0,0.0,0.0
-3.945876844227314,0.0,0.0,0.0
-3.6103667225688696,0.0,0.0,0.0
-3.186546266078949,0.0,0.0,0.0
-2.689606510102749,0.0,0.0,0.0
-2.1060514263808727,0.0,0.0,0.0
-1.4826112892478704,0.0,0.0,0.0
-0.9028211352415383,0.0,0.0,0.0
-0.4123242979403585,0.0,0.0,0.0
0.033032607461791486,0.0,0.0,0.0
0.5622202297672629,0.0,0.0,0.0
1.2543404009193182,0.0,0.0,0.0
2.055941615253687,0.0,0.0,0.0
2.84375436604023,0.0,0.0,0.0
3.464803332462907,0.0,0.0,0.0
3.8352159317582846,0.0,0.0,0.0
4.123743157833815,0.0,0.0,0.0
4.523584619164467,0.0,0.0,0.0
4.905062261968851,0.0,0.0,0.0
5.102659109979868,0.0,0.0,0.0
5.134583916515112,0.0,0.0,0.0
4.963160026818514,0.0,0.0,0.0
4.544134251773357,0.0,0.0,0.0
3.955358173698187,0.0,0.0,0.0
3.2152729108929634,0.0,0.0,0.0
2.2972431033849716,0.0,0.0,0.0
1.3177053770050406,0.0,0.0,0.0
0.44212277862243354,0.0,0.0,0.0
-0.26530350442044437,0.0,0.0,0.0
-0.8495696820318699,0.0,0.0,0.0
-1.430894248187542,0.0,0.0,0.0
-2.105276333168149,0.0,0.0,0.0
-2.846538322046399,0.0,0.0,0.0
-3.516219323500991,0.0,0.0,0.0
-3.9625531062483788,0.0,0.0,0.0
-4.097564145922661,0.0,0.0,0.0
-4.0061757899820805,0.0,0.0,0.0
-3.9536920376122,0.0,0.0,0.0
-4.06556436792016,0.0,0.0,0.0
-4.202389623969793,0.0,0.0,0.0
-4.21466026455164,0.0,0.0,0.0
-4.0974379517138,0.0,0.0,0.0
-3.8821545895189047,0.0,0.0,0.0
-3.445656504482031,0.0,0.0,0.0
-2.755132969468832,0.0,0.0,0.0
-2.091424074023962,0.0,0.0,0.0
-1.5688198618590832,0.0,0.0,0.0
-1.026758225634694,0.0,0.0,0.0
-0.46677712816745043,0.0,0.0,0.0
0.04123244798392989,0.0,0.0,0.0
0.5915290676057339,0.0,0.0,0.0
1.272300025448203,0.0,0.0,0.0
2.036494668573141,0.0,0.0,0.0
2.787897828966379,0.0,0.0,0.0
3.4465540666133165,0.0,0.0,0.0
3.9427075535058975,0.0,0.0,0.0
4.277900326997042,0.0,0.0,0.0
4.552050493657589,0.0,0.0,0.0
4.83351806178689,0.0,0.0,0.0
5.070424173027277,0.0,0.0,0.0
5.139809567481279,0.0,0.0,0.0
4.971908871084452,0.0,0.0,0.0
4.600577987730503,0.0,0.0,0.0
4.052674863487482,0.0,0.0,0.0
3.298352472484112,0.0,0.0,0.0
2.3524872958660126,0.0,0.0,0.0
1.3409479288384318,0.0,0.0,0.0
0.4368101654108614,0.0,0.0,0.0
-0.2139261778211221,0.0,0.0,0.0
-0.6276536732912064,0.0,0.0,0.0
-1.1453622719272971,0.0,0.0,0.0
-2.0069684833288193,0.0,0.0,0.0
-2.9000500217080116,0.0,0.0,0.0
-3.513079835101962,0.0,0.0,0.0
-3.893417539075017,0.0,0.0,0.0
-4.043878987431526,0.0,0.0,0.0
-3.968088421970606,0.0,0.0,0.0
-3.8918310310691595,0.0,0.0,0.0
-3.993074409663677,0.0,0.0,0.0
-4.175675567239523,0.0,0.0,0.0
-4.202692303806543,0.0,0.0,0.0
-3.977847285568714,0.0,0.0,0.0
-3.602552693337202,0.0,0.0,0.0
-3.1648024450987577,0.0,0.0,0.0
-2.674446441233158,0.0,0.0,0.0
-2.1307857241481543,0.0,0.0,0.0
-1.544767408631742,0.0,0.0,0.0
-0.9710725280456245,0.0,0.0,0.0
-0.46046642819419503,0.0,0.0,0.0
0.018371543774264865,0.0,0.0,0.0
0.5485730362124741,0.0,0.0,0.0
1.2007616460323334,0.0,0.0,0.0
1.9655488431453705,0.0,0.0,0.0
2.735623624175787,0.0,0.0,0.0
3.3986829221248627,0.0,0.0,0.0
3.879147581756115,0.0,0.0,0.0
4.156010691076517,0.0,0.0,0.0
4.381133243441582,0.0,0.0,0.0
4.727418068796396,0.0,0.0,0.0
5.0643570721149445,0.0,0.0,0.0
5.150600802153349,0.0,0.0,0.0
4.968864843249321,0.0,0.0,0.0
4.591110628098249,0.0,0.0,0.0
4.023673012852669,0.0,0.0,0.0
3.2818561885505915,0.0,0.0,0.0
2.385925268754363,0.0,0.0,0.0
1.3914231676608324,0.0,0.0,0.0
0.4824445641133934,0.0,0.0,0.0
-0.21312727767508477,0.0,0.0,0.0
-0.7842511986382306,0.0,0.0,0.0
-1.3741350267082453,0.0,0.0,0.0
-2.0512808114290237,0.0,0.0,0.0
-2.794016618281603,0.0,0.0,0.0
-3.4735132940113544,0.0,0.0,0.0
-3.917970694601536,0.0,0.0,0.0
-4.0681068785488605,0.0,0.0,0.0
-4.027839284390211,0.0,0.0,0.0
-3.9667957462370396,0.0,0.0,0.0
-4.025470465421677,0.0,0.0,0.0
-4.164744168519974,0.0,0.0,0.0
-4.174496978521347,0.0,0.0,0.0
-3.9698132313787937,0.0,0.0,0.0
-3.690222976729274,0.0,0.0,0.0
-3.4148404374718666,0.0,0.0,0.0
-2.9421444050967693,0.0,0.0,0.0
-2.1844084840267897,0.0,0.0,0.0
-1.4727161033079028,0.0,0.0,0.0
-0.9903268655762076,0.0,0.0,0.0
-0.545451941434294,0.0,0.0,0.0
-0.041732484532985836,0.0,0.0,0.0
0.5007599829696119,0.0,0.0,0.0
1.1493762722238898,0.0,0.0,0.0
1.925499876961112,0.0,0.0,0.0
2.714969450607896,0.0,0.0,0.0
3.3814599737524986,0.0,0.0,0.0
3.8690713699907064,0.0,0.0,0.0
4.204714670777321,0.0,0.0,0.0
4.476848989725113,0.0,0.0,0.0
4.779019858688116,0.0,0.0,0.0
5.059430841356516,0.0,0.0,0.0
5.1465993747115135,0.0,0.0,0.0
4.962621256709099,0.0,0.0,0.0
4.566534422338009,0.0,0.0,0.0
4.033276345580816,0.0,0.0,0.0
3.353619948029518,0.0,0.0,0.0
2.471454907208681,0.0,0.0,0.0
1.4522537821903825,0.0,0.0,0.0
0.5037608789280057,0.0,0.0,0.0
-0.22998973145149648,0.0,0.0,0.0
-0.7263887673616409,0.0,0.0,0.0
-1.1020979145541787,0.0,0.0,0.0
-1.7255354905501008,0.0,0.0,0.0
-2.718808129429817,0.0,0.0,0.0
-3.5701573360711336,0.0,0.0,0.0
-3.924461081624031,0.0,0.0,0.0
-3.991692792624235,0.0,0.0,0.0
-3.967294469475746,0.0,0.0,0.0
-3.917060326784849,0.0,0.0,0.0
-3.970906138420105,0.0,0.0,0.0
-4.131368827074766,0.0,0.0,0.0
-4.208845552057028,0.0,0.0,0.0
-4.043112974613905,0.0,0.0,0.0
-3.6564511246979237,0.0,0.0,0.0
-3.1956667080521584,0.0,0.0,0.0
-2.7212046552449465,0.0,0.0,0.0
-2.188722835853696,0.0,0.0,0.0
-1.6107822302728891,0.0,0.0,0.0
-1.054467516951263,0.0,0.0,0.0
-0.5592897068709135,0.0,0.0,0.0
-0.08907512528821826,0.0,0.0,0.0
0.47760308370925486,0.0,0.0,0.0
1.1977842077612877,0.0,0.0,0.0
1.9745982717722654,0.0,0.0,0.0
2.711274428293109,0.0,0.0,0.0
3.369012614712119,0.0,0.0,0.0
3.8810011465102434,0.0,0.0,0.0
4.187042824923992,0.0,0.0,0.0
4.3699233792722225,0.0,0.0,0.0
4.641070030629635,0.0,0.0,0.0
4.999537952244282,0.0,0.0,0.0
5.144331604242325,0.0,0.0,0.0
4.940809216350317,0.0,0.0,0.0
4.545098170638084,0.0,0.0,0.0
4.042374435812235,0.0,0.0,0.0
3.3509256318211555,0.0,0.0,0.0
2.444865647703409,0.0,0.0,0.0
1.4489982277154922,0.0,0.0,0.0
0.5301517085172236,0.0,0.0,0.0
-0.17760435002855957,0.0,0.0,0.0
-0.6944772903807461,0.0,0.0,0.0
-1.2401151470839977,0.0,0.0,0.0
-1.947797485627234,0.0,0.0,0.0
-2.7158965822309256,0.0,0.0,0.0
-3.3785286359488964,0.0,0.0,0.0
-3.812909359112382,0.0,0.0,0.0
-3.962966613471508,0.0,0.0,0.0
-3.914454486221075,0.0,0.0,0.0
-3.8810167461633682,0.0,0.0,0.0
-3.9752409793436527,0.0,0.0,0.0
-4.102478735148907,0.0,0.0,0.0
-4.125253297388554,0.0,0.0,0.0
-3.97189287468791,0.0,0.0,0.0
-3.6597808357328176,0.0,0.0,0.0
-3.3201889600604773,0.0,0.0,0.0
-2.999957650899887,0.0,0.0,0.0
-2.456357004120946,0.0,0.0,0.0
-1.6308705089613795,0.0,0.0,0.0
-0.9437449625693262,0.0,0.0,0.0
-0.5558734410442412,0.0,0.0,0.0
-0.15015197277534753,0.0,0.0,0.0
0.4332474491093308,0.0,0.0,0.0
1.125511946156621,0.0,0.0,0.0
1.893422449938953,0.0,0.0,0.0
2.675366122275591,0.0,0.0,0.0
3.3394256606698036,0.0,0.0,0.0
3.8008291739970446,0.0,0.0,0.0
4.101003520190716,0.0,0.0,0.0
4.365118220448494,0.0,0.0,0.0
4.652845673263073,0.0,0.0,0.0
4.903407767415047,0.0,0.0,0.0
5.006951745599508,0.0,0.0,0.0
4.877491854131222,0.0,0.0,0.0
4.512983374297619,0.0,0.0,0.0
3.9702868089079857,0.0,0.0,0.0
3.2777979504317045,0.0,0.0,0.0
2.440633950755,0.0,0.0,0.0
1.5124661149457097,0.0,0.0,0.0
0.6130622350610793,0.0,0.0,0.0
-0.13643618149217218,0.0,0.0,0.0
-0.7279564742930233,0.0,0.0,0.0
-1.2042486341670156,0.0,0.0,0.0
-1.6458136960864067,0.0,0.0,0.0
-2.345707966014743,0.0,0.0,0.0
-3.2985147554427385,0.0,0.0,0.0
-3.901416901499033,0.0,0.0,0.0
-3.9438712410628796,0.0,0.0,0.0
-3.8554994389414787,0.0,0.0,0.0
-3.863303456455469,0.0,0.0,0.0
-3.9096451364457607,0.0,0.0,0.0
-3.9840489625930786,0.0,0.0,0.0
-4.0290141478180885,0.0,0.0,0.0
-3.911456558853388,0.0,0.0,0.0
-3.5955216735601425,0.0,0.0,0.0
-3.1481925398111343,0.0,0.0,0.0
-2.6381881907582283,0.0,0.0,0.0
-2.0943242125213146,0.0,0.0,0.0
-1.5366768930107355,0.0,0.0,0.0
-1.0126072447746992,0.0,0.0,0.0
-0.5458569503389299,0.0,0.0,0.0
-0.09176917228614911,0.0,0.0,0.0
0.42798975482583046,0.0,0.0,0.0
1.08269602060318,0.0,0.0,0.0
1.8498348072171211,0.0,0.0,0.0
2.586181741207838,0.0,0.0,0.0
3.1880182214081287,0.0,0.0,0.0
3.662167815491557,0.0,0.0,0.0
4.024846479296684,0.0,0.0,0.0
4.2695095762610435,0.0,0.0,0.0
4.449851345270872,0.0,0.0,0.0
4.687700886279345,0.0,0.0,0.0
4.900231957435608,0.0,0.0,0.0
4.809196572750807,0.0,0.0,0.0
4.403873812407255,0.0,0.0,0.0
3.884491976350546,0.0,0.0,0.0
3.2683233730494976,0.0,0.0,0.0
2.456965623423457,0.0,0.0,0.0
1.4895315980538726,0.0,0.0,0.0
0.5600416334345937,0.0,0.0,0.0
-0.18115612328983843,0.0,0.0,0.0
-0.7380443275906146,0.0,0.0,0.0
-1.2307545403018594,0.0,0.0,0.0
-1.8303730757907033,0.0,0.0,0.0
-2.5716261006891727,0.0,0.0,0.0
-3.273992333561182,0.0,0.0,0.0
-3.732833079993725,0.0,0.0,0.0
-3.8870712742209435,0.0,0.0,0.0
-3.8357290904968977,0.0,0.0,0.0
-3.7553859874606133,0.0,0.0,0.0
-3.790228860452771,0.0,0.0,0.0
-3.925340250134468,0.0,0.0,0.0
-3.9804023690521717,0.0,0.0,0.0
-3.83413746021688,0.0,0.0,0.0
-3.521787002682686,0.0,0.0,0.0
-3.115214640274644,0.0,0.0,0.0
-2.717855852097273,0.0,0.0,0.0
-2.3643982131034136,0.0,0.0,0.0
-1.8290416337549686,0.0,0.0,0.0
-1.0677222162485123,0.0,0.0,0.0
-0.4712046356871724,0.0,0.0,0.0
-0.11238551087444648,0.0,0.0,0.0
0.3635473840404302,0.0,0.0,0.0
1.0461941128596663,0.0,0.0,0.0
1.7829302232712507,0.0,0.0,0.0
2.5094745215028524,0.0,0.0,0.0
3.1796214170753956,0.0,0.0,0.0
3.701339475810528,0.0,0.0,0.0
4.029497038573027,0.0,0.0,0.0
4.2417640797793865,0.0,0.0,0.0
4.484967794269323,0.0,0.0,0.0
4.759763833135366,0.0,0.0,0.0
4.8920586705207825,0.0,0.0,0.0
4.769390914589167,0.0,0.0,0.0
4.416520241647959,0.0,0.0,0.0
3.893909975886345,0.0,0.0,0.0
3.2352637499570847,0.0,0.0,0.0
2.434191294014454,0.0,0.0,0.0
1.5290954615920782,0.0,0.0,0.0
0.6646304973401129,0.0,0.0,0.0
-0.04830402758670971,0.0,0.0,0.0
-0.635120493825525,0.0,0.0,0.0
-1.1959134135395288,0.0,0.0,0.0
-1.7458436777815223,0.0,0.0,0.0
-2.259134082123637,0.0,0.0,0.0
-2.919484628364444,0.0,0.0,0.0
-3.6520769353955984,0.0,0.0,0.0
-3.9260382764041424,0.0,0.0,0.0
-3.759141080081463,0.0,0.0,0.0
-3.69014753960073,0.0,0.0,0.0
-3.811695845797658,0.0,0.0,0.0
-3.89851164072752,0.0,0.0,0.0
-3.8817303720861673,0.0,0.0,0.0
-3.7595932371914387,0.0,0.0,0.0
-3.4995460882782936,0.0,0.0,0.0
-3.1169396825134754,0.0,0.0,0.0
